time,acc,vel,height,lat,lon,pos,bat,event
3.75,20.0,15.0,5.625,50.58715436839847,8.683326741220668,115.0,8.317499618977308,4
3.875,20.0,17.5,7.65625,50.58713847048832,8.683342639130817,117.5,8.303749619051814,4
4.0,20.0,20.0,10.0,50.587122572578174,8.683358537040968,120.0,8.28999961912632,4
4.125,20.0,22.5,12.65625,50.58710667466802,8.68337443495112,122.5,8.276249619200826,4
4.25,20.0,25.0,15.625,50.58709077675787,8.683390332861268,125.0,8.262499619275331,4
4.375,20.0,27.5,18.90625,50.58707487884772,8.68340623077142,127.5,8.248749619349837,4
4.5,20.0,30.0,22.5,50.58705898093757,8.683422128681569,130.0,8.234999619424343,4
4.625,20.0,32.5,26.40625,50.58704308302742,8.68343802659172,132.5,8.221249619498849,4
4.75,20.0,35.0,30.625,50.58702718511727,8.68345392450187,135.0,8.207499619573355,4
4.875,20.0,37.5,35.15625,50.58701128720712,8.68346982241202,137.5,8.19374961964786,4
5.0,20.0,40.0,40.0,50.58699538929697,8.683485720322171,140.0,8.179999619722366,4
5.125,20.0,42.5,45.15625,50.58697949138682,8.68350161823232,142.5,8.166249619796872,4
5.25,20.0,45.0,50.625,50.58696359347667,8.683517516142471,145.0,8.152499619871378,4
5.375,20.0,47.5,56.40625,50.58694769556652,8.683533414052622,147.5,8.138749619945884,4
5.5,20.0,50.0,62.5,50.58693179765637,8.683549311962771,150.0,8.12499962002039,4
5.625,20.0,52.5,68.90625,50.58691589974622,8.683565209872922,152.5,8.111249620094895,4
5.75,20.0,55.0,75.625,50.58690000183607,8.683581107783073,155.0,8.097499620169401,4
5.875,20.0,57.5,82.65625,50.58688410392592,8.683597005693223,157.5,8.083749620243907,4
6.0,-10.0,57.5,82.65625,50.58688410392592,8.683597005693223,157.5,8.083749620243907,6
6.125,-10.0,56.25,89.765625,50.586868206015765,8.683612903603374,160.0,8.069999620318413,6
6.25,-10.0,55.0,96.71875,50.58685230810562,8.683628801513523,162.5,8.056249620392919,6
6.375,-10.0,53.75,103.515625,50.58683641019547,8.683644699423674,165.0,8.042499620467424,6
6.5,-10.0,52.5,110.15625,50.586820512285314,8.683660597333823,167.5,8.02874962054193,6
6.625,-10.0,51.25,116.640625,50.58680461437517,8.683676495243974,170.0,8.014999620616436,6
6.75,-10.0,50.0,122.96875,50.586788716465016,8.683692393154125,172.5,8.001249620690942,6
6.875,-10.0,48.75,129.140625,50.58677281855486,8.683708291064274,175.0,7.987499620765448,6
7.0,-10.0,47.5,135.15625,50.58675692064472,8.683724188974425,177.5,7.973749620839953,6
7.125,-10.0,46.25,141.015625,50.586741022734564,8.683740086884576,180.0,7.959999620914459,6
7.25,-10.0,45.0,146.71875,50.58672512482441,8.683755984794725,182.5,7.946249620988965,6
7.375,-10.0,43.75,152.265625,50.586709226914266,8.683771882704876,185.0,7.932499621063471,6
7.5,-10.0,42.5,157.65625,50.58669332900411,8.683787780615026,187.5,7.918749621137977,6
7.625,-10.0,41.25,162.890625,50.58667743109396,8.683803678525177,190.0,7.9049996212124825,6
7.75,-10.0,40.0,167.96875,50.586661533183815,8.683819576435328,192.5,7.891249621286988,6
7.875,-10.0,38.75,172.890625,50.58664563527366,8.683835474345477,195.0,7.877499621361494,6
8.0,-10.0,37.5,177.65625,50.586629737363516,8.683851372255628,197.5,7.863749621436,6
8.125,-10.0,36.25,182.265625,50.58661383945336,8.683867270165777,200.0,7.849999621510506,6
8.25,-10.0,35.0,186.71875,50.58659794154321,8.683883168075928,202.5,7.8362496215850115,6
8.375,-10.0,33.75,191.015625,50.586582043633065,8.683899065986079,205.0,7.822499621659517,6
8.5,-10.0,32.5,195.15625,50.58656614572291,8.683914963896228,207.5,7.808749621734023,6
8.625,-10.0,31.25,199.140625,50.58655024781276,8.68393086180638,210.0,7.794999621808529,6
8.75,-10.0,30.0,202.96875,50.586534349902614,8.68394675971653,212.5,7.781249621883035,6
8.875,-10.0,28.75,206.640625,50.58651845199246,8.68396265762668,215.0,7.7674996219575405,6
9.0,-10.0,27.5,210.15625,50.58650255408231,8.68397855553683,217.5,7.753749622032046,6
9.125,-10.0,26.25,213.515625,50.58648665617216,8.68399445344698,220.0,7.739999622106552,6
9.25,-10.0,25.0,216.71875,50.58647075826201,8.68401035135713,222.5,7.726249622181058,6
9.375,-10.0,23.75,219.765625,50.58645486035186,8.684026249267282,225.0,7.712499622255564,6
9.5,-10.0,22.5,222.65625,50.58643896244171,8.684042147177431,227.5,7.6987496223300695,6
9.625,-10.0,21.25,225.390625,50.58642306453156,8.684058045087582,230.0,7.684999622404575,6
9.75,-10.0,20.0,227.96875,50.586407166621406,8.684073942997733,232.5,7.671249622479081,6
9.875,-10.0,18.75,230.390625,50.58639126871126,8.684089840907882,235.0,7.657499622553587,6
10.0,-10.0,17.5,232.65625,50.58637537080111,8.684105738818033,237.5,7.643749622628093,6
10.125,-10.0,16.25,234.765625,50.586359472890955,8.684121636728182,240.0,7.629999622702599,6
10.25,-10.0,15.0,236.71875,50.58634357498081,8.684137534638333,242.5,7.616249622777104,6
10.375,-10.0,13.75,238.515625,50.586327677070656,8.684153432548484,245.0,7.60249962285161,6
10.5,-10.0,12.5,240.15625,50.5863117791605,8.684169330458634,247.5,7.588749622926116,6
10.625,-10.0,11.25,241.640625,50.58629588125036,8.684185228368785,250.0,7.574999623000622,6
10.75,-10.0,10.0,242.96875,50.586279983340205,8.684201126278934,252.5,7.561249623075128,6
10.875,-10.0,8.75,244.140625,50.58626408543005,8.684217024189085,255.0,7.547499623149633,6
11.0,-10.0,7.5,245.15625,50.58624818751991,8.684232922099236,257.5,7.533749623224139,6
11.125,-10.0,6.25,246.015625,50.586232289609754,8.684248820009385,260.0,7.519999623298645,6
11.25,-10.0,5.0,246.71875,50.58621639169961,8.684264717919536,262.5,7.506249623373151,6
11.375,-10.0,3.75,247.265625,50.586200493789455,8.684280615829687,265.0,7.492499623447657,6
11.5,-10.0,2.5,247.65625,50.5861845958793,8.684296513739836,267.5,7.478749623522162,6
11.625,-10.0,1.25,247.890625,50.58616869796916,8.684312411649987,270.0,7.464999623596668,6
11.75,-10.0,0.0,247.96875,50.586152800059004,8.684328309560136,272.5,7.451249623671174,6
11.875,-10.0,-1.25,247.890625,50.58613690214885,8.684344207470287,275.0,7.43749962374568,6
12.0,0.0,-20.0,247.890625,50.58613690214885,8.684344207470287,275.0,7.43749962374568,7
12.125,0.0,-20.0,245.390625,50.5861210042387,8.684360105380438,277.5,7.423749623820186,7
12.25,0.0,-20.0,242.890625,50.58610510632855,8.684376003290588,280.0,7.4099996238946915,7
12.375,0.0,-20.0,240.390625,50.5860892084184,8.684391901200739,282.5,7.396249623969197,7
12.5,0.0,-20.0,237.890625,50.58607331050825,8.684407799110888,285.0,7.382499624043703,7
12.625,0.0,-20.0,235.390625,50.5860574125981,8.684423697021039,287.5,7.368749624118209,7
12.75,0.0,-20.0,232.890625,50.58604151468795,8.68443959493119,290.0,7.354999624192715,7
12.875,0.0,-20.0,230.390625,50.586025616777796,8.684455492841339,292.5,7.3412496242672205,7
13.0,0.0,-20.0,227.890625,50.58600971886765,8.68447139075149,295.0,7.327499624341726,7
13.125,0.0,-20.0,225.390625,50.5859938209575,8.684487288661641,297.5,7.313749624416232,7
13.25,0.0,-20.0,222.890625,50.585977923047345,8.68450318657179,300.0,7.299999624490738,7
13.375,0.0,-20.0,220.390625,50.5859620251372,8.684519084481941,302.5,7.286249624565244,7
13.5,0.0,-20.0,217.890625,50.58594612722705,8.68453498239209,305.0,7.2724996246397495,7
13.625,0.0,-20.0,215.390625,50.585930229316894,8.684550880302242,307.5,7.258749624714255,7
13.75,0.0,-20.0,212.890625,50.58591433140675,8.684566778212393,310.0,7.244999624788761,7
13.875,0.0,-20.0,210.390625,50.585898433496595,8.684582676122542,312.5,7.231249624863267,7
14.0,0.0,-20.0,207.890625,50.58588253558645,8.684598574032693,315.0,7.217499624937773,7
14.125,0.0,-20.0,205.390625,50.5858666376763,8.684614471942842,317.5,7.203749625012279,7
14.25,0.0,-20.0,202.890625,50.585850739766144,8.684630369852993,320.0,7.189999625086784,7
14.375,0.0,-20.0,200.390625,50.585834841856,8.684646267763144,322.5,7.17624962516129,7
14.5,0.0,-20.0,197.890625,50.585818943945846,8.684662165673293,325.0,7.162499625235796,7
14.625,0.0,-20.0,195.390625,50.58580304603569,8.684678063583444,327.5,7.148749625310302,7
14.75,0.0,-20.0,192.890625,50.58578714812555,8.684693961493595,330.0,7.134999625384808,7
14.875,0.0,-20.0,190.390625,50.585771250215394,8.684709859403744,332.5,7.121249625459313,7
15.0,0.0,-20.0,187.890625,50.58575535230524,8.684725757313895,335.0,7.107499625533819,7
15.125,0.0,-20.0,185.390625,50.585739454395096,8.684741655224045,337.5,7.093749625608325,8
15.25,0.0,-20.0,182.890625,50.58572355648494,8.684757553134196,340.0,7.079999625682831,8
15.375,0.0,-20.0,180.390625,50.58570765857479,8.684773451044347,342.5,7.066249625757337,8
15.5,0.0,-20.0,177.890625,50.585691760664645,8.684789348954496,345.0,7.052499625831842,8
15.625,0.0,-20.0,175.390625,50.58567586275449,8.684805246864647,347.5,7.038749625906348,8
15.75,0.0,-20.0,172.890625,50.58565996484434,8.684821144774798,350.0,7.024999625980854,8
15.875,0.0,-20.0,170.390625,50.585644066934194,8.684837042684947,352.5,7.01124962605536,8
16.0,0.0,-20.0,167.890625,50.58562816902404,8.684852940595098,355.0,6.997499626129866,8
16.125,0.0,-20.0,165.390625,50.58561227111389,8.684868838505247,357.5,6.9837496262043715,8
16.25,0.0,-20.0,162.890625,50.58559637320374,8.684884736415398,360.0,6.969999626278877,8
16.375,0.0,-20.0,160.390625,50.58558047529359,8.68490063432555,362.5,6.956249626353383,8
16.5,0.0,-20.0,157.890625,50.58556457738344,8.684916532235698,365.0,6.942499626427889,8
16.625,0.0,-20.0,155.390625,50.58554867947329,8.68493243014585,367.5,6.928749626502395,8
16.75,0.0,-20.0,152.890625,50.58553278156314,8.684948328055999,370.0,6.9149996265769005,8
16.875,0.0,-20.0,150.390625,50.585516883652986,8.68496422596615,372.5,6.901249626651406,8
17.0,0.0,-20.0,147.890625,50.58550098574284,8.6849801238763,375.0,6.887499626725912,8
17.125,0.0,-20.0,145.390625,50.58548508783269,8.68499602178645,377.5,6.873749626800418,8
17.25,0.0,-20.0,142.890625,50.58546918992254,8.685011919696601,380.0,6.859999626874924,8
17.375,0.0,-20.0,140.390625,50.58545329201239,8.685027817606752,382.5,6.8462496269494295,8
17.5,0.0,-20.0,137.890625,50.585437394102236,8.685043715516901,385.0,6.832499627023935,8
17.625,0.0,-20.0,135.390625,50.58542149619209,8.685059613427052,387.5,6.818749627098441,8
17.75,0.0,-20.0,132.890625,50.58540559828194,8.685075511337201,390.0,6.804999627172947,8
17.875,0.0,-20.0,130.390625,50.585389700371785,8.685091409247352,392.5,6.791249627247453,8
18.0,0.0,-20.0,127.890625,50.58537380246164,8.685107307157503,395.0,6.7774996273219585,8
18.125,0.0,-20.0,125.390625,50.585357904551486,8.685123205067653,397.5,6.763749627396464,8
18.25,0.0,-20.0,122.890625,50.58534200664133,8.685139102977804,400.0,6.74999962747097,9
18.375,0.0,-20.0,120.390625,50.58532610873119,8.685155000887953,402.5,6.736249627545476,9
18.5,0.0,-20.0,117.890625,50.585310210821035,8.685170898798104,405.0,6.722499627619982,9
18.625,0.0,-20.0,115.390625,50.58529431291088,8.685186796708255,407.5,6.708749627694488,9
18.75,0.0,-20.0,112.890625,50.58527841500074,8.685202694618404,410.0,6.694999627768993,9
18.875,0.0,-20.0,110.390625,50.585262517090584,8.685218592528555,412.5,6.681249627843499,9
19.0,0.0,-20.0,107.890625,50.58524661918043,8.685234490438706,415.0,6.667499627918005,9
19.125,0.0,-20.0,105.390625,50.585230721270285,8.685250388348855,417.5,6.653749627992511,9
19.25,0.0,-20.0,102.890625,50.58521482336013,8.685266286259006,420.0,6.639999628067017,9
19.375,0.0,-20.0,100.390625,50.58519892544998,8.685282184169155,422.5,6.626249628141522,9
19.5,0.0,-20.0,97.890625,50.585183027539834,8.685298082079306,425.0,6.612499628216028,9
19.625,0.0,-20.0,95.390625,50.58516712962968,8.685313979989457,427.5,6.598749628290534,9
19.75,0.0,-20.0,92.890625,50.58515123171953,8.685329877899607,430.0,6.58499962836504,9
19.875,0.0,-20.0,90.390625,50.58513533380938,8.685345775809758,432.5,6.571249628439546,9
20.0,0.0,-20.0,87.890625,50.58511943589923,8.685361673719909,435.0,6.557499628514051,9
20.125,0.0,-20.0,85.390625,50.58510353798908,8.685377571630058,437.5,6.543749628588557,9
20.25,0.0,-20.0,82.890625,50.58508764007893,8.685393469540209,440.0,6.529999628663063,9
20.375,0.0,-20.0,80.390625,50.58507174216878,8.685409367450358,442.5,6.516249628737569,9
20.5,0.0,-20.0,77.890625,50.58505584425863,8.685425265360509,445.0,6.502499628812075,9
20.625,0.0,-20.0,75.390625,50.58503994634848,8.68544116327066,447.5,6.4887496288865805,9
20.75,0.0,-20.0,72.890625,50.58502404843833,8.68545706118081,450.0,6.474999628961086,9
20.875,0.0,-20.0,70.390625,50.58500815052818,8.68547295909096,452.5,6.461249629035592,9
21.0,0.0,-20.0,67.890625,50.58499225261803,8.68548885700111,455.0,6.447499629110098,9
21.125,0.0,-20.0,65.390625,50.58497635470788,8.68550475491126,457.5,6.433749629184604,9
21.25,0.0,-20.0,62.890625,50.58496045679773,8.685520652821412,460.0,6.4199996292591095,9
21.375,0.0,-20.0,60.390625,50.58494455888758,8.68553655073156,462.5,6.406249629333615,12
21.5,0.0,-20.0,57.890625,50.584928660977425,8.685552448641712,465.0,6.392499629408121,12
21.625,0.0,-20.0,55.390625,50.58491276306728,8.685568346551863,467.5,6.378749629482627,12
21.75,0.0,-20.0,52.890625,50.58489686515713,8.685584244462012,470.0,6.364999629557133,12
21.875,0.0,-20.0,50.390625,50.584880967246974,8.685600142372163,472.5,6.3512496296316385,12
22.0,0.0,-20.0,47.890625,50.58486506933683,8.685616040282312,475.0,6.337499629706144,12
22.125,0.0,-20.0,45.390625,50.584849171426676,8.685631938192463,477.5,6.32374962978065,12
22.25,0.0,-20.0,42.890625,50.58483327351652,8.685647836102614,480.0,6.309999629855156,12
22.375,0.0,-20.0,40.390625,50.58481737560638,8.685663734012763,482.5,6.296249629929662,12
22.5,0.0,-20.0,37.890625,50.584801477696224,8.685679631922914,485.0,6.282499630004168,12
22.625,0.0,-20.0,35.390625,50.58478557978607,8.685695529833064,487.5,6.268749630078673,12
22.75,0.0,-20.0,32.890625,50.584769681875926,8.685711427743215,490.0,6.254999630153179,12
22.875,0.0,-20.0,30.390625,50.58475378396577,8.685727325653366,492.5,6.241249630227685,12
23.0,0.0,-20.0,27.890625,50.58473788605562,8.685743223563515,495.0,6.227499630302191,12
23.125,0.0,-20.0,25.390625,50.584721988145475,8.685759121473666,497.5,6.213749630376697,12
23.25,0.0,-20.0,22.890625,50.58470609023532,8.685775019383817,500.0,6.199999630451202,12
23.375,0.0,-20.0,20.390625,50.58469019232517,8.685790917293966,502.5,6.186249630525708,12
23.5,0.0,-20.0,17.890625,50.584674294415024,8.685806815204117,505.0,6.172499630600214,12
23.625,0.0,-20.0,15.390625,50.58465839650487,8.685822713114266,507.5,6.15874963067472,12
23.75,0.0,-20.0,12.890625,50.58464249859472,8.685838611024417,510.0,6.144999630749226,12
23.875,0.0,-20.0,10.390625,50.58462660068457,8.685854508934568,512.5,6.131249630823731,12
24.0,0.0,-20.0,7.890625,50.58461070277442,8.685870406844717,515.0,6.117499630898237,12
24.125,0.0,-20.0,5.390625,50.584594804864274,8.685886304754868,517.5,6.103749630972743,12
24.25,0.0,-20.0,2.890625,50.58457890695412,8.68590220266502,520.0,6.089999631047249,12
24.375,0.0,-20.0,0.390625,50.58456300904397,8.685918100575169,522.5,6.076249631121755,12
24.39453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,6.076249631121755,13
24.51953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,6.0624996311962605,13
24.64453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,6.048749631270766,13
24.76953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,6.034999631345272,13
24.89453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,6.021249631419778,13
25.01953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,6.007499631494284,13
25.14453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.9937496315687895,13
25.26953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.979999631643295,13
25.39453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.966249631717801,13
25.51953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.952499631792307,13
25.64453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.938749631866813,13
25.76953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.9249996319413185,13
25.89453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.911249632015824,13
26.01953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.89749963209033,13
26.14453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.883749632164836,13
26.26953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.869999632239342,13
26.39453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.8562496323138475,13
26.51953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.842499632388353,13
26.64453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.828749632462859,13
26.76953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.814999632537365,13
26.89453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.801249632611871,13
27.01953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.787499632686377,13
27.14453125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.773749632760882,13
27.26953125,0.0,0.0,0.0,50.58456300904397,8.685918100575169,522.5,5.759999632835388,13
